CompanyName,Category,Country,Description,Website,LogoURL
Kmoove,startup,,"Kmoove offers interactive applications for healthy aging, healthcare, education, and the corporate sector, through a smart wall with no blue light, promoting movement, connection, and inclusion.

",https://kmoove.com/,
KnoWow srl - Spinoff Accademico,startup,,"KnoWow is an academic spin-off from Messina, Italy, offering advanced industrial innovation, sustainability consulting, and fast material testing solutions to bridge the gap between research and industry.",https://knowow.tech,
Kocoya ThinkLab,startup,France,"Kocoya Thinklab is an NGO dedicated to digital literacy, especially on artificial inteligence. Kocoya ThinkLab trains 20 000 people a year, from 7 to 90 years old, on the ethical use of new technologies. Kocoya is an expert in digital pedagogy.",www.kocoyathinklab.com,
Koding Schools,startup,,"Koding Schools offers a holistic digital literacy curriculum and AI platform for K-12 education, enabling teachers to raise digitally fluent learners. Currently serving 6,000 students - 90% retention, Koding Schools aims to expand across Europe & Africa.
",https://www.kodingschools.com,
KOKORO lingua,startup,France,"KOKORO lingua revolutionizes language learning with our ""by children, for children"" method. Launching at VivaTech our AI-powered app with image recognition. Trusted by 600K+ kids and 12K+ schools in 20+ countries, expanding globally with proven results.",https://kokorolingua.com,
Kolecto,startup,France,"Kolecto simplifie, sécurise et améliore les finances des TPE/PME en conformité avec la nouvelle réglementation sur la facturation électronique.",https://www.kolecto.fr/,
KOLEKTIVOLT,startup,,"Kolektivolt is reinventing electric vehicle charging with an innovative and efficient model: shared charging stations, available by reservation in workplaces or apartment buildings, enabling simple and effective shared use.",https://kolektivolt.fr/,
Kolus,startup,,"Kolus is a SaaS platform that helps industrial companies structure and optimize their after-sales service with smart ticketing, remote diagnostics, and AI-powered assistance.",https://kolus.io,
Komma,startup,,,https://www.komma.ch,
Konboi,startup,,"Konboi's AI is revolutionizing the road freight industry starting Hypermile, our AI-cruise control, which saves about 11% fuel and reduces CO2 emissions by up to 22 metric tons per truck per year. ",https://www.konboi.ai,
Konexio,startup,France,"Konexio creates job opportunities for people from underserved regions and backgrounds by offering them digital and AI training programs. 12,000 people trained in 8 years. 80% of them found a job in the first 6 months after completing the program.",https://www.konexio.eu,
Kontextlab GmbH,startup,,KontextMaps – the visual knowledge platform for enterprises! We help companies simplify complex topics in training & internal comms through interactive knowledge maps. Need to onboard teams or explain expert content? Visit us at the Bavaria Joint Stand!,https://www.kontextmaps.com,
Konverso,startup,,"Konverso is a no-code AI agent platform that gives super-power to your teams with personalized AI agents. By leveraging company data and workflows, AI agents can perform various tasks in sales, marketing, IT and HR support, customer support, and more.",https://www.konverso.ai,
"KopherBit Co., Ltd.",startup,,"KopherBit empowers small and mid-sized OEMs with an open, AUTOSAR-compliant ECU platform that combines standardized firmware, configurable hardware, and development tools. By lowering barriers in cost, complexity, and compliance, we help democratize",https://kopherbit.com/en/,
Korea Creative Content Agency (KOCCA),partner,,"KOCCA is Korea’s leading government agency supporting the growth and global expansion of the creative content industry. From K-dramas, K-pop, games, animation, webtoons, and fashion, to emerging tech-based content, KOCCA plays a pivotal role in powering the success of K-content worldwide.

We provide full-spectrum support in planning, production, distribution, training, R&D, and overseas marketing. Our goal is to elevate Korea as a global content powerhouse by building sustainable industry ecosystems and forging strong international partnerships.

KOCCA proudly presents top-tier Korean content startups ready to collaborate, co-produce, and expand globally. We provide strategic support across production, marketing, international partnerships, and technology innovation.

Let’s explore new opportunities together and shape the future of global content!",https://www.kocca.kr/en,
Korea Institute of Design Promotion,partner,,"Established in 1970, the Korea Institute of Design Promotion(KIDP) is the national design body for the planning and implementation of national design policies and strategies. Affiliated under the Ministry of Trade Industry, and Energy(MOTIE), KIDP aims to raise quality of life for people by design and lead innovation of the Korean design industry.",https://eng.kidp.or.kr,
Korea Sports Promotion Foundation,partner,,"The Korea Sports Promotion Foundation (KSPO) was founded as a public service corporation in 1989 in order to commemorate the 1988 Summer Olympics and perform a variety of projects for national sports promotion. As a strong supporter of financial affairs for Korean sports, the KSPO will contribute to improving quality of life so that all Korean people can live in harmony through sports and enjoy a healthy life through sports in daily life.",https://www.kspo.or.kr,
Korea Tourism Organization,partner,,"The Korea Tourism Organization(KTO) is a National Tourism Organization with the mission of ‘Leading national economic development through tourism and Contributing to the improvement of national welfare’. Established in 1962, KTO is at the forefront of promoting Korean tourism through its 8 domestic offices and 30 overseas offices.
In addition, we are promoting various supporting projects for the growth and development of the tourism startup ecosystem. Especially, we are leading the way for the global expansion of innovative tech-based startups in the tourism sector, and providing financial support for overseas expansion, customized training programs, and networking opportunities through collaboration with related organizations.",https://knto.or.kr/eng/index,
KOSME (Korea SMEs & Startups Agency),partner,,"KOSME(Korea SMEs and Startups Agency) is a South Korean government agency supporting the growth and global expansion of Korean SMEs and startups. Through a network of 22 Global Business Centers and 6 K-Startup Centers, KOSME provides financial support, consulting, training, and networking to help innovative companies enter and scale in international markets.

K-Startup Center Paris is a key global hub for Korean startups looking to expand into France and Europe. Located at Station F in Paris and partnered with the HEC Paris Incubator, the center offers office space, mentorship, networking opportunities, and tailored programs. It provides startups with essential resources and connections to grow in the European market, boosting South Korea’s role as a global leader in innovation.

Join us on June 13th at the Pitch Studio to discover exciting startup pitches and and visit our booth (K11)!",https://k-startupcenter.org/kor/Main.do,
